model,dataset,run,problem_attempt,successful_problem
dsp,test,3,1,mathd_algebra_137
dsp,test,3,1,mathd_algebra_24
dsp,test,3,1,mathd_numbertheory_229
dsp,test,3,1,mathd_algebra_338
dsp,test,3,1,mathd_algebra_441
dsp,test,3,1,algebra_sqineq_unitcircatbpamblt1
dsp,test,3,1,mathd_algebra_412
dsp,test,3,1,mathd_algebra_359
dsp,test,3,1,mathd_algebra_76
dsp,test,3,1,mathd_numbertheory_185
dsp,test,3,1,mathd_algebra_388
dsp,test,3,1,mathd_algebra_263
dsp,test,3,1,mathd_algebra_129
dsp,test,3,1,mathd_algebra_139
dsp,test,3,1,mathd_algebra_171
dsp,test,3,1,mathd_algebra_188
dsp,test,3,1,mathd_algebra_419
dsp,test,3,1,mathd_algebra_513
dsp,test,3,1,mathd_algebra_346
dsp,test,3,1,mathd_algebra_302
dsp,test,3,1,mathd_algebra_432
dsp,test,3,1,mathd_algebra_143
dsp,test,3,1,algebra_sqineq_unitcircatbpabsamblt1
dsp,test,3,1,mathd_numbertheory_483
dsp,test,3,1,mathd_algebra_354
dsp,test,3,1,mathd_numbertheory_100
dsp,test,3,2,mathd_numbertheory_212
dsp,test,3,2,mathd_numbertheory_85
dsp,test,3,2,algebra_sqineq_at2malt1
dsp,test,3,2,mathd_algebra_160
dsp,test,3,2,amc12a_2021_3
dsp,test,3,2,mathd_algebra_176
dsp,test,3,2,mathd_algebra_398
dsp,test,3,2,mathd_numbertheory_328
dsp,test,3,2,mathd_algebra_44
dsp,test,3,2,mathd_numbertheory_342
dsp,test,3,2,mathd_algebra_107
dsp,test,3,2,mathd_algebra_329
dsp,test,3,2,mathd_algebra_142
dsp,test,3,2,mathd_algebra_270
dsp,test,3,2,mathd_algebra_427
dsp,test,3,2,mathd_algebra_246
dsp,test,3,3,mathd_numbertheory_517
dsp,test,3,3,mathd_numbertheory_254
dsp,test,3,3,mathd_algebra_125
dsp,test,3,3,numbertheory_aoddbdiv4asqpbsqmod8eq1
dsp,test,3,3,mathd_algebra_209
dsp,test,3,3,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
dsp,test,3,3,mathd_algebra_113
dsp,test,3,3,mathd_numbertheory_551
dsp,test,3,3,amc12b_2020_6
dsp,test,3,4,mathd_numbertheory_235
dsp,test,3,4,mathd_numbertheory_239
dsp,test,3,4,mathd_algebra_478
dsp,test,3,5,amc12b_2002_2
dsp,test,3,5,aime1983_2
dsp,test,3,5,mathd_algebra_440
dsp,test,3,5,mathd_numbertheory_343
dsp,test,3,5,mathd_numbertheory_430
dsp,test,3,6,mathd_algebra_148
dsp,test,3,6,mathd_numbertheory_222
dsp,test,3,7,mathd_numbertheory_769
dsp,test,3,7,aime1990_15
dsp,test,3,7,mathd_numbertheory_66
dsp,test,3,8,mathd_numbertheory_175
dsp,test,3,9,algebra_absxm1pabsxpabsxp1eqxp2_0leqxleq1
dsp,test,3,10,amc12a_2002_6
dsp,test,3,10,mathd_numbertheory_207
dsp,test,3,11,amc12a_2013_4
dsp,test,3,13,mathd_algebra_33
dsp,test,3,13,mathd_numbertheory_345
dsp,test,3,13,mathd_algebra_156
dsp,test,3,16,mathd_numbertheory_299
dsp,test,3,20,amc12a_2021_9
dsp,test,3,26,amc12b_2021_3
dsp,test,3,28,mathd_algebra_114
dsp,test,3,28,mathd_numbertheory_3
dsp,test,3,29,mathd_numbertheory_582
dsp,test,3,37,mathd_numbertheory_127
dsp,test,3,41,mathd_numbertheory_1124
dsp,test,3,41,imo_1959_1
dsp,test,3,45,amc12a_2009_6
dsp,test,3,52,amc12b_2002_19
dsp,test,3,64,induction_1pxpownlt1pnx
dsp,test,3,65,mathd_numbertheory_353
dsp,test,3,67,mathd_numbertheory_99
dsp,test,3,86,mathd_numbertheory_237
dsp,test,3,90,mathd_algebra_141
lp,test,1,1,mathd_algebra_171
lp,test,1,1,mathd_algebra_346
lp,test,1,1,mathd_algebra_176
lp,test,1,1,mathd_algebra_412
lp,test,1,1,mathd_algebra_24
lp,test,1,1,mathd_algebra_107
lp,test,1,1,mathd_algebra_263
lp,test,1,1,mathd_algebra_143
lp,test,1,2,mathd_algebra_302
lp,test,1,2,mathd_algebra_427
lp,test,1,2,mathd_algebra_76
lp,test,1,2,mathd_algebra_359
lp,test,1,2,mathd_algebra_142
lp,test,1,2,mathd_numbertheory_582
lp,test,1,2,mathd_algebra_148
lp,test,1,2,mathd_algebra_44
lp,test,1,2,mathd_algebra_329
lp,test,1,3,mathd_algebra_432
lp,test,1,3,mathd_algebra_125
lp,test,1,3,amc12b_2020_p6
lp,test,1,3,mathd_algebra_17
lp,test,1,4,mathd_algebra_209
lp,test,1,4,mathd_algebra_188
lp,test,1,4,mathd_algebra_338
lp,test,1,4,mathd_algebra_513
lp,test,1,4,mathd_algebra_354
lp,test,1,5,algebra_sqineq_at2malt1
lp,test,1,5,amc12a_2009_p6
lp,test,1,5,mathd_algebra_478
lp,test,1,5,mathd_algebra_270
lp,test,1,5,mathd_algebra_246
lp,test,1,6,mathd_algebra_160
lp,test,1,8,mathd_numbertheory_100
lp,test,1,8,algebra_sqineq_unitcircatbpamblt1
lp,test,1,8,mathd_numbertheory_483
lp,test,1,9,mathd_algebra_33
lp,test,1,9,mathd_algebra_388
lp,test,1,9,mathd_algebra_113
lp,test,1,10,mathd_algebra_440
lp,test,1,10,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
lp,test,1,12,mathd_algebra_114
lp,test,1,13,mathd_algebra_398
lp,test,1,14,mathd_algebra_80
lp,test,1,17,mathd_algebra_129
lp,test,1,18,aime_1983_p2
lp,test,1,19,amc12a_2002_p6
lp,test,1,19,induction_1pxpownlt1pnx
lp,test,1,20,mathd_algebra_441
lp,test,1,22,amc12b_2021_p3
lp,test,1,28,amc12b_2002_p2
lp,test,1,33,mathd_algebra_141
lp,test,1,35,mathd_numbertheory_430
lp,test,1,36,amc12a_2021_p3
lp,test,1,38,mathd_algebra_137
lp,test,1,41,mathd_numbertheory_254
lp,test,1,44,mathd_algebra_419
lp,test,1,48,mathd_numbertheory_185
lp,test,1,48,mathd_algebra_756
lp,test,1,48,mathd_numbertheory_321
lp,test,1,52,mathd_numbertheory_222
lp,test,1,54,mathd_algebra_484
lp,test,1,55,mathd_algebra_153
lp,test,1,73,mathd_algebra_184
lp,test,1,74,amc12a_2021_p9
lp,test,1,79,aime_1989_p8
lp,test,1,94,algebra_sqineq_unitcircatbpabsamblt1
lp,test,1,95,mathd_algebra_156
lp,test,2,1,mathd_algebra_302
lp,test,2,1,mathd_algebra_171
lp,test,2,1,mathd_algebra_432
lp,test,2,1,mathd_algebra_176
lp,test,2,1,mathd_algebra_412
lp,test,2,1,mathd_algebra_263
lp,test,2,1,mathd_algebra_388
lp,test,2,1,mathd_algebra_359
lp,test,2,1,mathd_algebra_398
lp,test,2,1,mathd_algebra_143
lp,test,2,1,mathd_algebra_160
lp,test,2,1,amc12b_2020_p6
lp,test,2,1,mathd_algebra_44
lp,test,2,1,mathd_algebra_329
lp,test,2,2,mathd_algebra_346
lp,test,2,2,mathd_algebra_107
lp,test,2,2,mathd_numbertheory_582
lp,test,2,2,mathd_algebra_148
lp,test,2,2,mathd_algebra_354
lp,test,2,3,mathd_algebra_24
lp,test,2,4,mathd_algebra_478
lp,test,2,4,mathd_algebra_114
lp,test,2,4,mathd_algebra_125
lp,test,2,4,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
lp,test,2,4,mathd_algebra_338
lp,test,2,4,mathd_algebra_513
lp,test,2,5,mathd_algebra_427
lp,test,2,5,mathd_algebra_209
lp,test,2,5,mathd_algebra_188
lp,test,2,5,mathd_algebra_440
lp,test,2,5,mathd_numbertheory_430
lp,test,2,6,algebra_sqineq_at2malt1
lp,test,2,6,mathd_algebra_142
lp,test,2,7,amc12b_2002_p2
lp,test,2,8,mathd_algebra_246
lp,test,2,8,mathd_numbertheory_483
lp,test,2,10,amc12a_2002_p6
lp,test,2,15,mathd_algebra_129
lp,test,2,16,mathd_algebra_270
lp,test,2,17,mathd_algebra_419
lp,test,2,18,mathd_numbertheory_100
lp,test,2,18,amc12a_2021_p3
lp,test,2,22,mathd_algebra_153
lp,test,2,25,mathd_algebra_76
lp,test,2,25,mathd_algebra_441
lp,test,2,26,induction_1pxpownlt1pnx
lp,test,2,29,mathd_algebra_33
lp,test,2,31,mathd_algebra_137
lp,test,2,36,mathd_algebra_113
lp,test,2,39,mathd_algebra_80
lp,test,2,49,mathd_algebra_17
lp,test,2,50,amc12a_2009_p6
lp,test,2,51,mathd_numbertheory_321
lp,test,2,63,mathd_numbertheory_185
lp,test,2,72,mathd_algebra_141
lp,test,2,74,amc12b_2021_p3
lp,test,2,75,mathd_numbertheory_254
lp,test,2,87,algebra_sqineq_unitcircatbpabsamblt1
lp,test,2,91,aime_1989_p8
lp,test,3,1,mathd_algebra_171
lp,test,3,1,mathd_algebra_346
lp,test,3,1,mathd_algebra_432
lp,test,3,1,mathd_algebra_412
lp,test,3,1,mathd_algebra_478
lp,test,3,1,mathd_algebra_107
lp,test,3,1,mathd_algebra_76
lp,test,3,1,mathd_algebra_359
lp,test,3,1,mathd_algebra_148
lp,test,3,1,mathd_algebra_143
lp,test,3,1,amc12b_2020_p6
lp,test,3,1,mathd_algebra_44
lp,test,3,2,mathd_algebra_176
lp,test,3,2,mathd_algebra_209
lp,test,3,2,mathd_algebra_24
lp,test,3,2,mathd_algebra_270
lp,test,3,2,mathd_algebra_263
lp,test,3,2,mathd_algebra_388
lp,test,3,2,mathd_algebra_160
lp,test,3,2,mathd_algebra_513
lp,test,3,2,mathd_algebra_329
lp,test,3,3,amc12b_2002_p2
lp,test,3,3,amc12a_2002_p6
lp,test,3,3,mathd_algebra_188
lp,test,3,3,mathd_algebra_398
lp,test,3,3,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
lp,test,3,4,mathd_algebra_427
lp,test,3,4,mathd_algebra_142
lp,test,3,4,amc12b_2021_p3
lp,test,3,6,mathd_algebra_125
lp,test,3,6,mathd_algebra_153
lp,test,3,7,mathd_algebra_338
lp,test,3,7,mathd_algebra_354
lp,test,3,8,algebra_sqineq_at2malt1
lp,test,3,8,algebra_sqineq_unitcircatbpamblt1
lp,test,3,8,mathd_numbertheory_582
lp,test,3,10,mathd_numbertheory_100
lp,test,3,10,mathd_algebra_440
lp,test,3,10,amc12a_2021_p3
lp,test,3,13,mathd_algebra_302
lp,test,3,13,mathd_algebra_313
lp,test,3,13,mathd_algebra_129
lp,test,3,14,mathd_algebra_114
lp,test,3,17,mathd_algebra_33
lp,test,3,18,mathd_algebra_113
lp,test,3,19,mathd_algebra_80
lp,test,3,19,mathd_algebra_246
lp,test,3,20,algebra_sqineq_unitcircatbpabsamblt1
lp,test,3,25,mathd_algebra_419
lp,test,3,25,mathd_numbertheory_483
lp,test,3,26,mathd_numbertheory_185
lp,test,3,29,mathd_algebra_137
lp,test,3,35,mathd_algebra_17
lp,test,3,37,mathd_algebra_441
lp,test,3,43,amc12a_2009_p6
lp,test,3,49,mathd_numbertheory_254
lp,test,3,55,mathd_numbertheory_345
lp,test,3,55,aime_1983_p2
lp,test,3,69,induction_1pxpownlt1pnx
lp,test,3,76,mathd_algebra_141
lp,test,3,88,mathd_numbertheory_222
lp,test,3,89,mathd_algebra_196
lp,test,3,100,mathd_numbertheory_430
