model,dataset,run,problem_attempt,successful_problem
lp,test,2,1,mathd_algebra_171
lp,test,2,1,mathd_algebra_176
lp,test,2,1,mathd_algebra_478
lp,test,2,1,mathd_algebra_76
lp,test,2,1,mathd_numbertheory_222
lp,test,2,2,mathd_algebra_346
lp,test,2,2,mathd_algebra_359
lp,test,2,2,mathd_algebra_362
lp,test,2,2,mathd_algebra_412
lp,test,2,3,mathd_algebra_125
lp,test,2,3,mathd_algebra_137
lp,test,2,3,mathd_algebra_142
lp,test,2,3,mathd_algebra_263
lp,test,2,3,mathd_algebra_432
lp,test,2,3,mathd_algebra_440
lp,test,2,3,mathd_numbertheory_100
lp,test,2,4,mathd_algebra_188
lp,test,2,4,mathd_algebra_270
lp,test,2,4,mathd_algebra_329
lp,test,2,4,mathd_algebra_44
lp,test,2,5,mathd_algebra_24
lp,test,2,5,mathd_algebra_302
lp,test,2,5,mathd_algebra_441
lp,test,2,5,mathd_numbertheory_582
lp,test,2,6,mathd_algebra_354
lp,test,2,6,mathd_algebra_419
lp,test,2,6,mathd_algebra_513
lp,test,2,6,mathd_algebra_80
lp,test,2,7,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
lp,test,2,7,amc12b_2002_p2
lp,test,2,7,mathd_algebra_246
lp,test,2,7,mathd_algebra_33
lp,test,2,8,mathd_algebra_143
lp,test,2,8,mathd_algebra_156
lp,test,2,8,mathd_algebra_398
lp,test,2,8,mathd_algebra_427
lp,test,2,9,mathd_algebra_139
lp,test,2,9,mathd_algebra_153
lp,test,2,10,mathd_algebra_338
lp,test,2,11,mathd_algebra_304
lp,test,2,11,mathd_algebra_400
lp,test,2,12,mathd_algebra_196
lp,test,2,15,algebra_sqineq_at2malt1
lp,test,2,15,mathd_algebra_388
lp,test,2,18,mathd_numbertheory_12
lp,test,2,21,mathd_algebra_17
lp,test,2,22,mathd_algebra_160
lp,test,2,23,mathd_algebra_141
lp,test,2,24,mathd_algebra_114
lp,test,2,24,mathd_algebra_313
lp,test,2,24,mathd_numbertheory_233
lp,test,2,25,algebra_apbpceq2_abpbcpcaeq1_aleq1on3anbleq1ancleq4on3
lp,test,2,26,amc12b_2002_p19
lp,test,2,27,mathd_numbertheory_1124
lp,test,2,28,mathd_algebra_184
lp,test,2,31,aime_1983_p2
lp,test,2,31,mathd_algebra_209
lp,test,2,32,mathd_algebra_113
lp,test,2,32,mathd_numbertheory_185
lp,test,2,33,algebra_sqineq_unitcircatbpamblt1
lp,test,2,34,amc12a_2021_p3
lp,test,2,35,mathd_numbertheory_430
lp,test,2,37,amc12a_2002_p6
lp,test,2,38,mathd_numbertheory_212
lp,test,2,40,mathd_algebra_208
lp,test,2,42,mathd_algebra_756
lp,test,2,44,algebra_sqineq_unitcircatbpabsamblt1
lp,test,2,50,numbertheory_sqmod3in01d
lp,test,3,1,amc12a_2021_p3
lp,test,3,1,mathd_algebra_141
lp,test,3,1,mathd_algebra_143
lp,test,3,1,mathd_algebra_148
lp,test,3,1,mathd_algebra_33
lp,test,3,1,mathd_algebra_412
lp,test,3,1,mathd_algebra_419
lp,test,3,1,mathd_algebra_432
lp,test,3,1,mathd_numbertheory_100
lp,test,3,1,mathd_numbertheory_222
lp,test,3,2,algebra_sqineq_at2malt1
lp,test,3,2,mathd_algebra_113
lp,test,3,2,mathd_algebra_125
lp,test,3,2,mathd_algebra_171
lp,test,3,2,mathd_algebra_188
lp,test,3,2,mathd_algebra_24
lp,test,3,2,mathd_algebra_270
lp,test,3,2,mathd_algebra_338
lp,test,3,2,mathd_algebra_359
lp,test,3,2,mathd_algebra_440
lp,test,3,2,mathd_algebra_44
lp,test,3,3,amc12a_2002_p6
lp,test,3,3,mathd_algebra_137
lp,test,3,3,mathd_algebra_513
lp,test,3,4,amc12b_2002_p2
lp,test,3,4,mathd_algebra_107
lp,test,3,4,mathd_algebra_160
lp,test,3,5,mathd_algebra_441
lp,test,3,6,mathd_algebra_176
lp,test,3,6,mathd_algebra_263
lp,test,3,6,mathd_algebra_400
lp,test,3,6,mathd_algebra_427
lp,test,3,6,mathd_algebra_76
lp,test,3,6,mathd_numbertheory_582
lp,test,3,7,algebra_sqineq_unitcircatbpamblt1
lp,test,3,7,mathd_algebra_346
lp,test,3,9,algebra_2varlineareq_fp3zeq11_3tfm1m5zeqn68_feqn10_zeq7
lp,test,3,9,mathd_algebra_398
lp,test,3,10,mathd_algebra_246
lp,test,3,10,mathd_algebra_302
lp,test,3,11,induction_1pxpownlt1pnx
lp,test,3,11,mathd_algebra_354
lp,test,3,12,mathd_algebra_478
lp,test,3,12,mathd_numbertheory_321
lp,test,3,13,mathd_algebra_329
lp,test,3,16,mathd_numbertheory_483
lp,test,3,17,aime_1983_p2
lp,test,3,17,mathd_algebra_129
lp,test,3,17,mathd_algebra_388
lp,test,3,17,mathd_numbertheory_233
lp,test,3,18,mathd_numbertheory_185
lp,test,3,20,mathd_algebra_114
lp,test,3,21,mathd_numbertheory_12
lp,test,3,21,mathd_numbertheory_551
lp,test,3,22,mathd_algebra_139
lp,test,3,28,mathd_algebra_314
lp,test,3,29,mathd_algebra_80
lp,test,3,32,mathd_numbertheory_254
lp,test,3,34,mathd_algebra_153
lp,test,3,35,amc12b_2020_p6
lp,test,3,36,algebra_apbpceq2_abpbcpcaeq1_aleq1on3anbleq1ancleq4on3
lp,test,3,37,mathd_algebra_196
lp,test,3,39,mathd_numbertheory_85
lp,test,3,40,mathd_algebra_304
lp,test,3,41,mathd_numbertheory_353
lp,test,3,48,mathd_algebra_362
